[10, 0.391, 1.376, -1.145, 0, 1861012]
[10, 0.389, 1.375, -1.146, 0, 1861395]
[10, 0.389, 1.375, -1.146, 0, 1862157]
[10, 0.389, 1.375, -1.146, 0, 1862286]
[10, 0.389, 1.375, -1.146, 0, 1862413]
[10, 0.395, 1.385, -1.147, 0, 1862667]
[10, 0.389, 1.375, -1.146, 0, 1862795]
[10, 0.391, 1.376, -1.145, 0, 1862921]
[10, 0.389, 1.375, -1.146, 0, 1863048]
[10, 0.389, 1.375, -1.146, 0, 1863176]
[10, 0.389, 1.375, -1.146, 0, 1863431]
[10, 0.389, 1.375, -1.146, 0, 1863558]
[10, 0.389, 1.375, -1.146, 0, 1863685]
[10, 0.389, 1.375, -1.146, 0, 1863812]
[10, 0.389, 1.366, -1.157, 0, 1863940]
[10, 0.389, 1.375, -1.146, 0, 1864066]
[10, 0.391, 1.376, -1.145, 0, 1864193]
[10, 0.389, 1.375, -1.146, 0, 1864451]
[10, 0.389, 1.375, -1.146, 0, 1864578]
[10, 0.391, 1.381, -1.144, 0, 1864833]
[10, 0.391, 1.376, -1.145, 0, 1864959]
[10, 0.391, 1.379, -1.147, 0, 1865214]
[10, 0.389, 1.375, -1.146, 0, 1865342]
[10, 0.389, 1.375, -1.146, 0, 1865469]
[10, 0.389, 1.375, -1.146, 0, 1865723]
[10, 0.389, 1.375, -1.146, 0, 1866104]
[10, 0.391, 1.379, -1.147, 0, 1866231]
[10, 0.389, 1.375, -1.146, 0, 1866487]
[10, 0.389, 1.375, -1.146, 0, 1866742]
[10, 0.389, 1.375, -1.146, 0, 1866868]
[10, 0.386, 1.37, -1.146, 0, 1867378]
[10, 0.394, 1.377, -1.143, 0, 1867505]
[10, 0.391, 1.379, -1.147, 0, 1867759]
[10, 0.389, 1.375, -1.146, 0, 1867887]
[10, 0.391, 1.376, -1.145, 0, 1868013]
[10, 0.394, 1.377, -1.143, 0, 1868140]
[10, 0.391, 1.379, -1.147, 0, 1868650]
[10, 0.391, 1.376, -1.145, 0, 1868777]
[10, 0.389, 1.375, -1.146, 0, 1869032]
[10, 0.389, 1.375, -1.146, 0, 1869797]
[10, 0.395, 1.385, -1.147, 0, 1869925]
[10, 0.389, 1.375, -1.146, 0, 1870051]
[10, 0.389, 1.375, -1.146, 0, 1870178]
[10, 0.389, 1.375, -1.146, 0, 1870434]
[10, 0.389, 1.375, -1.146, 0, 1870689]
[10, 0.389, 1.375, -1.146, 0, 1871196]
[10, 0.389, 1.375, -1.146, 0, 1871323]
[10, 0.389, 1.375, -1.146, 0, 1871452]
[10, 0.389, 1.375, -1.146, 0, 1871579]
[10, 0.389, 1.375, -1.146, 0, 1871706]
[10, 0.389, 1.385, -1.135, 0, 1871960]
[10, 0.389, 1.375, -1.146, 0, 1872341]
[10, 0.389, 1.375, -1.146, 0, 1872597]
[10, 0.401, 1.378, -1.139, 0, 1872724]
[10, 0.391, 1.379, -1.147, 0, 1872979]
[10, 0.389, 1.375, -1.146, 0, 1873105]
[10, 0.389, 1.375, -1.146, 0, 1873232]
[10, 0.391, 1.379, -1.147, 0, 1873615]
[10, 0.391, 1.379, -1.147, 0, 1873742]
[10, 0.389, 1.375, -1.146, 0, 1873869]
[10, 0.394, 1.377, -1.143, 0, 1873996]
[10, 0.389, 1.375, -1.146, 0, 1874124]
[10, 0.391, 1.376, -1.145, 0, 1874377]
[10, 0.393, 1.379, -1.145, 0, 1874507]
[10, 0.389, 1.375, -1.146, 0, 1874635]
[10, 0.389, 1.375, -1.146, 0, 1874762]
[10, 0.391, 1.379, -1.147, 0, 1874889]
[10, 0.391, 1.385, -1.133, 0, 1875017]
[10, 0.391, 1.379, -1.147, 0, 1875143]
[10, 0.389, 1.375, -1.146, 0, 1875653]
[10, 0.389, 1.375, -1.146, 0, 1875781]
