TimeStamp 	 X-Value 	 Y-Value 	 Z-Value 
1322866	3.235	-2.041	-1.163
1322866	3.235	-2.041	-1.163
1322866	3.235	-2.041	-1.163
1322866	3.235	-2.041	-1.163
1322989	3.247	-2.023	-1.218
1322989	3.247	-2.023	-1.218
1322989	3.247	-2.023	-1.218
1323233	3.263	-2.013	-1.221
1323233	3.263	-2.013	-1.221
1323233	3.263	-2.013	-1.221
1323355	3.24	-2.025	-1.227
1323355	3.24	-2.025	-1.227
1323355	3.24	-2.025	-1.227
1323477	3.247	-2.017	-1.283
1323477	3.247	-2.017	-1.283
1323477	3.247	-2.017	-1.283
1323477	3.247	-2.017	-1.283
1323599	3.246	-2.018	-1.23
1323599	3.246	-2.018	-1.23
1323599	3.246	-2.018	-1.23
1323721	3.269	-2.02	-1.246
1323721	3.269	-2.02	-1.246
1323721	3.269	-2.02	-1.246
1323843	3.256	-2.06	-1.261
1323843	3.256	-2.06	-1.261
1323843	3.256	-2.06	-1.261
1323843	3.256	-2.06	-1.261
1323843	3.256	-2.06	-1.261
1323843	3.256	-2.06	-1.261
1323967	3.273	-2.041	-1.212
1323967	3.273	-2.041	-1.212
1323967	3.273	-2.041	-1.212
1323967	3.273	-2.041	-1.212
1323967	3.273	-2.041	-1.212
1323967	3.273	-2.041	-1.212
1323967	3.273	-2.041	-1.212
1323967	3.273	-2.041	-1.212
1323967	3.273	-2.041	-1.212
1324211	3.263	-2.017	-1.223
1324211	3.263	-2.017	-1.223
1324211	3.263	-2.017	-1.223
1324211	3.263	-2.017	-1.223
1324211	3.263	-2.017	-1.223
1324211	3.263	-2.017	-1.223
1324211	3.263	-2.017	-1.223
1324577	3.263	-2.017	-1.223
1324577	3.263	-2.017	-1.223
1324577	3.263	-2.017	-1.223
1324821	3.248	-2.014	-1.225
1324821	3.248	-2.014	-1.225
1324821	3.248	-2.014	-1.225
1324821	3.248	-2.014	-1.225
1324943	3.248	-2.014	-1.225
1324943	3.248	-2.014	-1.225
1325067	3.261	-2.025	-1.179
1325067	3.261	-2.025	-1.179
1325067	3.261	-2.025	-1.179
1325067	3.261	-2.025	-1.179
1325190	3.265	-2.035	-1.18
1325190	3.265	-2.035	-1.18
1325190	3.265	-2.035	-1.18
1325311	3.27	-2.01	-1.199
1325311	3.27	-2.01	-1.199
1325311	3.27	-2.01	-1.199
1325434	3.261	-2.005	-1.212
1325434	3.261	-2.005	-1.212
1325434	3.261	-2.005	-1.212
1325555	3.247	-1.987	-1.222
1325555	3.247	-1.987	-1.222
1325555	3.247	-1.987	-1.222
1325678	3.266	-1.995	-1.224
1325678	3.266	-1.995	-1.224
1325678	3.266	-1.995	-1.224
1325799	3.254	-1.974	-1.235
1325799	3.254	-1.974	-1.235
1325922	3.252	-1.973	-1.247
1325922	3.252	-1.973	-1.247
1325922	3.252	-1.973	-1.247
1326043	3.23	-1.962	-1.207
1326043	3.23	-1.962	-1.207
1326043	3.23	-1.962	-1.207
1326168	3.195	-1.918	-1.166
1326168	3.195	-1.918	-1.166
1326168	3.195	-1.918	-1.166
1326168	3.195	-1.918	-1.166
1326289	3.14	-1.851	-1.166
1326289	3.14	-1.851	-1.166
1326289	3.14	-1.851	-1.166
1326412	3.14	-1.851	-1.166
1326412	3.14	-1.851	-1.166
1326412	3.14	-1.851	-1.166
1326533	3.029	-1.8	-1.246
1326533	3.029	-1.8	-1.246
1326533	3.029	-1.8	-1.246
1326656	3.029	-1.8	-1.246
1326656	3.029	-1.8	-1.246
1326656	3.029	-1.8	-1.246
1326656	3.029	-1.8	-1.246
1326777	3.029	-1.8	-1.246
1326777	3.029	-1.8	-1.246
1326777	3.029	-1.8	-1.246
1326900	3.029	-1.8	-1.246
1326900	3.029	-1.8	-1.246
1326900	3.029	-1.8	-1.246
1326900	3.029	-1.8	-1.246
1326900	3.029	-1.8	-1.246
1327021	3.029	-1.8	-1.246
1327021	3.029	-1.8	-1.246
1327021	3.029	-1.8	-1.246
1327266	2.4	-1.802	-2.15
1327266	2.4	-1.802	-2.15
1327266	2.4	-1.802	-2.15
1327266	2.4	-1.802	-2.15
1327389	2.4	-1.802	-2.15
1327389	2.4	-1.802	-2.15
1327389	2.4	-1.802	-2.15
1327510	2.908	-1.787	-1.439
1327510	2.908	-1.787	-1.439
1327510	2.908	-1.787	-1.439
1327633	2.985	-1.76	-1.298
1327633	2.985	-1.76	-1.298
1327633	2.985	-1.76	-1.298
1327754	2.978	-1.764	-1.319
1327754	2.978	-1.764	-1.319
1327754	2.978	-1.764	-1.319
1327877	2.986	-1.787	-1.292
1327877	2.986	-1.787	-1.292
1327877	2.986	-1.787	-1.292
1327998	2.99	-1.79	-1.289
1327998	2.99	-1.79	-1.289
1327998	2.99	-1.79	-1.289
1328121	2.99	-1.767	-1.287
1328121	2.99	-1.767	-1.287
1328121	2.99	-1.767	-1.287
1328121	2.99	-1.767	-1.287
1328121	2.99	-1.767	-1.287
1328121	2.99	-1.767	-1.287
1328121	2.99	-1.767	-1.287
1328242	3.007	-1.775	-1.267
1328242	3.007	-1.775	-1.267
1328242	3.007	-1.775	-1.267
1328490	2.838	-1.806	-1.576
1328490	2.838	-1.806	-1.576
1328490	2.838	-1.806	-1.576
1328612	2.827	-1.802	-1.607
1328612	2.827	-1.802	-1.607
1328612	2.827	-1.802	-1.607
1328612	2.827	-1.802	-1.607
1328734	2.829	-1.81	-1.596
1328734	2.829	-1.81	-1.596
1328734	2.829	-1.81	-1.596
1328856	2.829	-1.805	-1.594
1328856	2.829	-1.805	-1.594
1328856	2.829	-1.805	-1.594
1328978	2.855	-1.808	-1.551
1328978	2.855	-1.808	-1.551
1329100	2.857	-1.805	-1.551
1329100	2.857	-1.805	-1.551
1329100	2.857	-1.805	-1.551
1329222	2.857	-1.805	-1.551
1329222	2.857	-1.805	-1.551
1329222	2.857	-1.805	-1.551
1329344	2.857	-1.805	-1.551
1329344	2.857	-1.805	-1.551
1329344	2.857	-1.805	-1.551
1329469	2.372	-1.838	-2.182
1329469	2.372	-1.838	-2.182
1329469	2.372	-1.838	-2.182
1329590	2.372	-1.838	-2.182
1329590	2.372	-1.838	-2.182
1329590	2.372	-1.838	-2.182
1329713	2.372	-1.838	-2.182
1329713	2.372	-1.838	-2.182
1329713	2.372	-1.838	-2.182
1329834	2.331	-1.852	-2.227
1329834	2.331	-1.852	-2.227
1329834	2.331	-1.852	-2.227
1329834	2.331	-1.852	-2.227
1329834	2.331	-1.852	-2.227
1329834	2.331	-1.852	-2.227
1329957	2.331	-1.852	-2.227
1329957	2.331	-1.852	-2.227
1329957	2.331	-1.852	-2.227
1329957	2.331	-1.852	-2.227
1330201	2.359	-1.812	-2.218
1330201	2.359	-1.812	-2.218
1330322	2.464	-1.774	-2.057
1330322	2.464	-1.774	-2.057
1330445	2.464	-1.774	-2.057
1330445	2.464	-1.774	-2.057
1330445	2.464	-1.774	-2.057
1330568	2.947	-1.769	-1.296
1330568	2.947	-1.769	-1.296
1330568	2.947	-1.769	-1.296
1330691	2.926	-1.794	-1.244
1330691	2.926	-1.794	-1.244
1330812	2.916	-1.836	-1.145
1330935	2.87	-1.917	-1.137
1330935	2.87	-1.917	-1.137
1330935	2.87	-1.917	-1.137
1330935	2.87	-1.917	-1.137
1331056	2.815	-2.003	-1.101
1331056	2.815	-2.003	-1.101
1331056	2.815	-2.003	-1.101
1331179	2.802	-2.105	-1.126
1331179	2.802	-2.105	-1.126
1331179	2.802	-2.105	-1.126
1331179	2.802	-2.105	-1.126
1331300	2.795	-2.147	-1.11
1331300	2.795	-2.147	-1.11
1331423	2.783	-2.136	-1.116
1331423	2.783	-2.136	-1.116
1331423	2.783	-2.136	-1.116
1331423	2.783	-2.136	-1.116
1331544	2.774	-2.136	-1.128
1331544	2.774	-2.136	-1.128
1331544	2.774	-2.136	-1.128
1331668	2.776	-2.141	-1.132
1331668	2.776	-2.141	-1.132
1331668	2.776	-2.141	-1.132
1331790	2.762	-2.125	-1.151
1331790	2.762	-2.125	-1.151
1331912	2.76	-2.125	-1.146
1331912	2.76	-2.125	-1.146
1331912	2.76	-2.125	-1.146
1332034	2.768	-2.121	-1.155
1332034	2.768	-2.121	-1.155
1332156	2.768	-2.121	-1.155
1332156	2.768	-2.121	-1.155
1332156	2.768	-2.121	-1.155
1332278	2.762	-2.128	-1.155
1332278	2.762	-2.128	-1.155
1332278	2.762	-2.128	-1.155
1332400	2.762	-2.128	-1.155
1332400	2.762	-2.128	-1.155
1332522	2.779	-2.141	-1.135
1332522	2.779	-2.141	-1.135
1332644	2.764	-2.128	-1.152
1332644	2.764	-2.128	-1.152
1332768	2.762	-2.125	-1.151
1332768	2.762	-2.125	-1.151
1332768	2.762	-2.125	-1.151
1332890	2.762	-2.128	-1.147
1332890	2.762	-2.128	-1.147
1332890	2.762	-2.128	-1.147
1333012	2.764	-2.13	-1.147
1333012	2.764	-2.13	-1.147
1333012	2.764	-2.13	-1.147
1333012	2.764	-2.13	-1.147
1333134	2.768	-2.13	-1.138
1333134	2.768	-2.13	-1.138
1333134	2.768	-2.13	-1.138
1333256	2.766	-2.13	-1.143
1333256	2.766	-2.13	-1.143
1333256	2.766	-2.13	-1.143
1333378	2.766	-2.128	-1.147
1333378	2.766	-2.128	-1.147
1333500	2.766	-2.13	-1.143
1333622	2.766	-2.135	-1.134
1333622	2.766	-2.135	-1.134
1333622	2.766	-2.135	-1.134
1333744	2.768	-2.13	-1.138
1333744	2.768	-2.13	-1.138
1333744	2.768	-2.13	-1.138
1333869	2.762	-2.128	-1.147
1333869	2.762	-2.128	-1.147
1333993	2.764	-2.13	-1.147
1333993	2.764	-2.13	-1.147
1333993	2.764	-2.13	-1.147
1334114	2.763	-2.13	-1.156
1334114	2.763	-2.13	-1.156
1334237	2.762	-2.122	-1.167
1334237	2.762	-2.122	-1.167
1334358	2.764	-2.125	-1.146
1334358	2.764	-2.125	-1.146
1334358	2.764	-2.125	-1.146
1334481	2.762	-2.125	-1.151
1334481	2.762	-2.125	-1.151
1334602	2.766	-2.13	-1.143
1334725	2.768	-2.13	-1.138
1334725	2.768	-2.13	-1.138
1334846	2.766	-2.13	-1.143
1334846	2.766	-2.13	-1.143
1334970	2.762	-2.128	-1.147
1334970	2.762	-2.128	-1.147
1334970	2.762	-2.128	-1.147
1334970	2.762	-2.128	-1.147
1335092	2.767	-2.129	-1.148
1335092	2.767	-2.129	-1.148
1335214	2.766	-2.127	-1.137
1335336	2.768	-2.13	-1.138
1335336	2.768	-2.13	-1.138
1335458	2.758	-2.128	-1.164
1335458	2.758	-2.128	-1.164
1335580	2.757	-2.13	-1.169
1335580	2.757	-2.13	-1.169
1335580	2.757	-2.13	-1.169
1335702	2.764	-2.128	-1.142
1335824	2.766	-2.128	-1.147
1335824	2.766	-2.128	-1.147
1335824	2.766	-2.128	-1.147
1335946	2.765	-2.121	-1.169
1335946	2.765	-2.121	-1.169
1335946	2.765	-2.121	-1.169
1335946	2.765	-2.121	-1.169
1336070	2.762	-2.128	-1.155
1336070	2.762	-2.128	-1.155
1336070	2.762	-2.128	-1.155
1336192	2.766	-2.128	-1.147
1336192	2.766	-2.128	-1.147
1336192	2.766	-2.128	-1.147
1336314	2.767	-2.129	-1.148
1336314	2.767	-2.129	-1.148
1336314	2.767	-2.129	-1.148
1336314	2.767	-2.129	-1.148
1336436	2.765	-2.123	-1.164
1336436	2.765	-2.123	-1.164
1336436	2.765	-2.123	-1.164
1336558	2.768	-2.13	-1.138
1336558	2.768	-2.13	-1.138
1336558	2.768	-2.13	-1.138
1336558	2.768	-2.13	-1.138
1336680	2.767	-2.129	-1.148
1336680	2.767	-2.129	-1.148
1336680	2.767	-2.129	-1.148
1336680	2.767	-2.129	-1.148
1336680	2.767	-2.129	-1.148
1336680	2.767	-2.129	-1.148
1336680	2.767	-2.129	-1.148
1336924	2.765	-2.132	-1.148
1336924	2.765	-2.132	-1.148
1336924	2.765	-2.132	-1.148
1337046	2.765	-2.127	-1.157
1337046	2.765	-2.127	-1.157
1337046	2.765	-2.127	-1.157
1337170	2.765	-2.13	-1.153
1337170	2.765	-2.13	-1.153
1337170	2.765	-2.13	-1.153
1337170	2.765	-2.13	-1.153
1337293	2.765	-2.132	-1.156
1337293	2.765	-2.132	-1.156
1337293	2.765	-2.132	-1.156
1337414	2.765	-2.13	-1.161
1337414	2.765	-2.13	-1.161
1337414	2.765	-2.13	-1.161
1337414	2.765	-2.13	-1.161
1337537	2.765	-2.127	-1.157
1337537	2.765	-2.127	-1.157
1337537	2.765	-2.127	-1.157
1337658	2.767	-2.132	-1.162
1337658	2.767	-2.132	-1.162
1337658	2.767	-2.132	-1.162
1337781	2.766	-2.132	-1.153
1337781	2.766	-2.132	-1.153
1337781	2.766	-2.132	-1.153
1337781	2.766	-2.132	-1.153
1337902	2.763	-2.13	-1.156
1337902	2.763	-2.13	-1.156
1337902	2.763	-2.13	-1.156
1338025	2.766	-2.13	-1.158
1338025	2.766	-2.13	-1.158
1338025	2.766	-2.13	-1.158
1338025	2.766	-2.13	-1.158
1338146	2.763	-2.132	-1.151
1338146	2.763	-2.132	-1.151
1338146	2.763	-2.132	-1.151
1338271	2.766	-2.13	-1.143
1338271	2.766	-2.13	-1.143
1338392	2.764	-2.13	-1.147
1338392	2.764	-2.13	-1.147
1338515	2.765	-2.132	-1.148
1338515	2.765	-2.132	-1.148
1338515	2.765	-2.132	-1.148
1338636	2.764	-2.128	-1.142
1338636	2.764	-2.128	-1.142
1338636	2.764	-2.128	-1.142
1338636	2.764	-2.128	-1.142
1338759	2.769	-2.132	-1.139
1338759	2.769	-2.132	-1.139
1338880	2.765	-2.132	-1.148
1338880	2.765	-2.132	-1.148
1339003	2.767	-2.129	-1.148
1339003	2.767	-2.129	-1.148
1339003	2.767	-2.129	-1.148
1339124	2.766	-2.13	-1.158
1339124	2.766	-2.13	-1.158
1339124	2.766	-2.13	-1.158
1339124	2.766	-2.13	-1.158
1339247	2.768	-2.129	-1.153
1339247	2.768	-2.129	-1.153
1339372	2.766	-2.13	-1.158
1339372	2.766	-2.13	-1.158
1339494	2.771	-2.125	-1.156
1339494	2.771	-2.125	-1.156
1339494	2.771	-2.125	-1.156
1339616	2.768	-2.134	-1.144
1339616	2.768	-2.134	-1.144
1339738	2.765	-2.132	-1.148
1339738	2.765	-2.132	-1.148
1339738	2.765	-2.132	-1.148
1339860	2.768	-2.132	-1.149
1339860	2.768	-2.132	-1.149
1339982	2.767	-2.132	-1.143
1339982	2.767	-2.132	-1.143
1339982	2.767	-2.132	-1.143
1340104	2.767	-2.132	-1.143
1340104	2.767	-2.132	-1.143
1340104	2.767	-2.132	-1.143
1340226	2.765	-2.132	-1.148
1340226	2.765	-2.132	-1.148
1340226	2.765	-2.132	-1.148
1340226	2.765	-2.132	-1.148
1340226	2.765	-2.132	-1.148
1340226	2.765	-2.132	-1.148
1340348	2.765	-2.132	-1.148
1340348	2.765	-2.132	-1.148
1340348	2.765	-2.132	-1.148
1340595	2.766	-2.132	-1.153
1340595	2.766	-2.132	-1.153
1340595	2.766	-2.132	-1.153
1340595	2.766	-2.132	-1.153
1340716	2.772	-2.134	-1.145
1340716	2.772	-2.134	-1.145
1340716	2.772	-2.134	-1.145
1340839	2.768	-2.132	-1.149
1340839	2.768	-2.132	-1.149
1340839	2.768	-2.132	-1.149
1340960	2.766	-2.132	-1.153
1340960	2.766	-2.132	-1.153
1340960	2.766	-2.132	-1.153
1341083	2.765	-2.132	-1.148
1341083	2.765	-2.132	-1.148
1341204	2.765	-2.132	-1.148
1341204	2.765	-2.132	-1.148
1341204	2.765	-2.132	-1.148
1341327	2.763	-2.132	-1.151
1341327	2.763	-2.132	-1.151
1341327	2.763	-2.132	-1.151
1341327	2.763	-2.132	-1.151
1341448	2.765	-2.135	-1.152
1341448	2.765	-2.135	-1.152
1341573	2.765	-2.132	-1.156
1341573	2.765	-2.132	-1.156
1341694	2.767	-2.132	-1.143
1341694	2.767	-2.132	-1.143
1341694	2.767	-2.132	-1.143
1341817	2.765	-2.135	-1.152
1341817	2.765	-2.135	-1.152
1341938	2.763	-2.135	-1.157
1341938	2.763	-2.135	-1.157
1341938	2.763	-2.135	-1.157
1342061	2.769	-2.132	-1.139
1342061	2.769	-2.132	-1.139
1342182	2.772	-2.131	-1.131
1342182	2.772	-2.131	-1.131
1342305	2.767	-2.137	-1.153
1342305	2.767	-2.137	-1.153
1342305	2.767	-2.137	-1.153
1342426	2.768	-2.132	-1.159
1342426	2.768	-2.132	-1.159
1342549	2.772	-2.134	-1.145
1342549	2.772	-2.134	-1.145
1342549	2.772	-2.134	-1.145
1342672	2.766	-2.13	-1.158
1342672	2.766	-2.13	-1.158
1342672	2.766	-2.13	-1.158
1342672	2.766	-2.13	-1.158
1342672	2.766	-2.13	-1.158
1342672	2.766	-2.13	-1.158
1342794	2.768	-2.132	-1.149
1342794	2.768	-2.132	-1.149
1342794	2.768	-2.132	-1.149
1343038	2.765	-2.132	-1.148
1343038	2.765	-2.132	-1.148
1343038	2.765	-2.132	-1.148
1343038	2.765	-2.132	-1.148
1343160	2.768	-2.134	-1.144
1343160	2.768	-2.134	-1.144
1343160	2.768	-2.134	-1.144
1343282	2.768	-2.134	-1.144
1343282	2.768	-2.134	-1.144
1343282	2.768	-2.134	-1.144
1343404	2.767	-2.132	-1.143
1343404	2.767	-2.132	-1.143
1343404	2.767	-2.132	-1.143
1343526	2.765	-2.135	-1.152
1343526	2.765	-2.135	-1.152
1343526	2.765	-2.135	-1.152
1343526	2.765	-2.135	-1.152
1343648	2.768	-2.134	-1.144
1343648	2.768	-2.134	-1.144
1343648	2.768	-2.134	-1.144
1343771	2.769	-2.132	-1.139
1343771	2.769	-2.132	-1.139
1343771	2.769	-2.132	-1.139
1343893	2.767	-2.132	-1.143
1343893	2.767	-2.132	-1.143
1343893	2.767	-2.132	-1.143
1343893	2.767	-2.132	-1.143
1344015	2.766	-2.13	-1.143
1344015	2.766	-2.13	-1.143
1344015	2.766	-2.13	-1.143
1344137	2.767	-2.132	-1.143
